replication,seed,policy_penalty,scenario_id,scenario_name,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_recovering_links_vs_baseline,delta_total_switches_vs_baseline
61,61,0.75,coordinated,Coordinated,-39.3583923095165,-77.574570309701,-547.213850759727,-2,298
61,61,0.75,delayed_coordination,Delayed Coordination,-25.5114323791949,-104.908474055848,-810.774686978377,64,1003
62,62,0.25,baseline,Baseline,0,0,0,0,0
62,62,0.25,early_mover,Early Mover,-15.3513984732864,5.20565989037459,-2.41023330441112,-23,-216
62,62,0.25,sequential,Sequential,-17.0246903708944,5.47437368686542,-2.2928637696441,-23,-228
62,62,0.25,coordinated,Coordinated,-12.6428383383924,-22.661561198226,-116.822944512326,22,240
62,62,0.25,delayed_coordination,Delayed Coordination,-16.0913941858157,1.15610580156419,-23.105497752656,-9,-177
62,62,0.5,baseline,Baseline,0,0,0,0,0
62,62,0.5,early_mover,Early Mover,-3.6033322441246,-98.9793757887466,-669.010761737021,140,2022
62,62,0.5,sequential,Sequential,-6.77903594346047,-96.1090840640561,-703.550686199108,135,1948
62,62,0.5,coordinated,Coordinated,-9.2524556049818,-101.113003433562,-625.532456409429,98,1634
62,62,0.5,delayed_coordination,Delayed Coordination,-2.77442120515096,-114.108220736618,-740.867029173501,152,2076
62,62,0.75,baseline,Baseline,0,0,0,0,0
62,62,0.75,early_mover,Early Mover,-0.0875409338866433,-123.322138916159,-907.719321313359,150,2413
62,62,0.75,sequential,Sequential,-8.01096200301325,-118.411317824528,-895.691737635626,130,2114
62,62,0.75,coordinated,Coordinated,-13.7895129819836,-97.2729492730136,-820.430730524396,109,1976
62,62,0.75,delayed_coordination,Delayed Coordination,-8.80226663723339,-115.937870536783,-903.501595632214,131,2239
63,63,0.25,baseline,Baseline,0,0,0,0,0
63,63,0.25,early_mover,Early Mover,-13.4552053232627,-17.7314221404595,-67.8688409112542,-10,-120
63,63,0.25,sequential,Sequential,-15.307928909984,-19.6560090463433,-74.331714143817,-19,-144
63,63,0.25,coordinated,Coordinated,-14.9119375119012,-19.3240022116219,-115.674191125268,15,216
63,63,0.25,delayed_coordination,Delayed Coordination,-14.220298008907,-21.0134788248823,-85.5319873971266,-7,-65
63,63,0.5,baseline,Baseline,0,0,0,0,0
63,63,0.5,early_mover,Early Mover,-10.9835344310983,-82.6737721211994,-533.102977881973,82,1376
63,63,0.5,sequential,Sequential,-14.2206344274653,-83.626802864834,-556.359804820033,72,1387
63,63,0.5,coordinated,Coordinated,-14.4111086629802,-91.2361610384158,-533.129722042156,83,1353
63,63,0.5,delayed_coordination,Delayed Coordination,-14.1820580350814,-86.5399901438898,-553.342649212027,83,1357
63,63,0.75,baseline,Baseline,0,0,0,0,0
63,63,0.75,early_mover,Early Mover,-4.25308274570367,-123.536896906814,-791.459034659831,127,2223
63,63,0.75,sequential,Sequential,-10.6274002670044,-126.394443488532,-821.726365183145,117,2121
63,63,0.75,coordinated,Coordinated,-9.21607287817287,-132.878817126538,-863.130898084655,152,2420
63,63,0.75,delayed_coordination,Delayed Coordination,-5.62614803578342,-133.756187429301,-875.901001853415,144,2358
64,64,0.25,baseline,Baseline,0,0,0,0,0
64,64,0.25,early_mover,Early Mover,-12.2190568248572,-9.42513330698461,-72.4003395871737,26,261
64,64,0.25,sequential,Sequential,-12.5438342233363,-12.3066151307685,-106.239460779883,27,248
64,64,0.25,coordinated,Coordinated,-16.7816650686335,-8.93686987935109,-49.1780580899931,2,63
64,64,0.25,delayed_coordination,Delayed Coordination,-13.1879100347078,-11.865324605638,-97.0678821434271,18,228
64,64,0.5,baseline,Baseline,0,0,0,0,0
64,64,0.5,early_mover,Early Mover,-0.962773747231338,-116.08617989861,-663.91404620409,149,2244
64,64,0.5,sequential,Sequential,-3.25905648321569,-123.104612319193,-705.639381087724,151,2035
64,64,0.5,coordinated,Coordinated,-9.89282137979501,-102.126465293145,-610.165016899624,125,1788
64,64,0.5,delayed_coordination,Delayed Coordination,-3.23028957382114,-115.395198176882,-715.343150645542,137,2118
64,64,0.75,baseline,Baseline,0,0,0,0,0
64,64,0.75,early_mover,Early Mover,-4.42718456309609,-96.0189273198281,-759.437120299242,122,2028
64,64,0.75,sequential,Sequential,-14.2340614195852,-93.3311791066735,-778.582582758176,83,1712
64,64,0.75,coordinated,Coordinated,-19.4854322807837,-75.7114834469616,-680.099440804226,81,1396
64,64,0.75,delayed_coordination,Delayed Coordination,-12.8020152590359,-90.4865433563736,-784.966013064035,73,1674
65,65,0.25,baseline,Baseline,0,0,0,0,0
65,65,0.25,early_mover,Early Mover,-13.6144686545632,-14.1143162091797,-46.8652072407208,25,139
65,65,0.25,sequential,Sequential,-14.1710240501778,-17.0069183287713,-76.0043110169108,18,203
65,65,0.25,coordinated,Coordinated,-14.7029860432598,-16.923045010212,-73.2160171393307,24,245
65,65,0.25,delayed_coordination,Delayed Coordination,-15.3231857097817,-15.9020838703004,-66.4885508421735,19,187
65,65,0.5,baseline,Baseline,0,0,0,0,0
65,65,0.5,early_mover,Early Mover,-8.87063884306329,-83.2885079639486,-516.052296051036,125,1767
65,65,0.5,sequential,Sequential,-8.04065060695517,-104.490531633845,-592.59154474885,134,1880
65,65,0.5,coordinated,Coordinated,-9.08993830604956,-99.6075196569155,-621.339763538962,137,1916
65,65,0.5,delayed_coordination,Delayed Coordination,-8.30873600681656,-96.8394093000124,-577.996195086426,135,1871
65,65,0.75,baseline,Baseline,0,0,0,0,0
65,65,0.75,early_mover,Early Mover,1.21028204398726,-122.706184315888,-880.505617051415,166,2537
65,65,0.75,sequential,Sequential,-0.184337213633313,-126.253681461506,-934.894643648423,154,2408
65,65,0.75,coordinated,Coordinated,-16.4150885403064,-99.6613825457072,-738.603261935423,103,1737
65,65,0.75,delayed_coordination,Delayed Coordination,-0.790294881242446,-130.22161690219,-925.359706638658,159,2424
66,66,0.25,baseline,Baseline,0,0,0,0,0
66,66,0.25,early_mover,Early Mover,-11.2916909271314,-35.6492380371547,-126.867086594086,17,247
66,66,0.25,sequential,Sequential,-12.9023088335381,-38.0212199453794,-149.986623044367,22,271
66,66,0.25,coordinated,Coordinated,-11.3642478906924,-36.0070130901153,-209.133674822165,51,467
66,66,0.25,delayed_coordination,Delayed Coordination,-13.6406918451418,-36.2859405087217,-143.687521723773,27,282
66,66,0.5,baseline,Baseline,0,0,0,0,0
66,66,0.5,early_mover,Early Mover,0.577759733950998,-122.752915887918,-719.423283879596,164,2218
66,66,0.5,sequential,Sequential,-1.47261203632051,-126.370574941666,-757.363656527275,182,2223
66,66,0.5,coordinated,Coordinated,-3.74059215468209,-112.071398003477,-663.781956498462,165,2052
66,66,0.5,delayed_coordination,Delayed Coordination,-1.0571018514913,-127.094419973147,-758.563552461874,155,2272
66,66,0.75,baseline,Baseline,0,0,0,0,0
66,66,0.75,early_mover,Early Mover,0.163134737174047,-146.986955487823,-819.990721413715,114,2208
66,66,0.75,sequential,Sequential,-7.69056004309734,-156.656591075064,-850.310502109044,135,2214
66,66,0.75,coordinated,Coordinated,-8.38734367185633,-156.97262455825,-836.333075179879,146,2173
66,66,0.75,delayed_coordination,Delayed Coordination,-4.26060409900364,-148.938108297938,-894.020846358179,141,2317
67,67,0.25,baseline,Baseline,0,0,0,0,0
67,67,0.25,early_mover,Early Mover,-13.853734823578,-21.7982838803578,-90.7834275810001,24,163
67,67,0.25,sequential,Sequential,-15.7409423396505,-12.6545796679415,-107.350635864502,29,179
67,67,0.25,coordinated,Coordinated,-15.6643229615182,-22.1933468192598,-99.3172372866775,14,220
67,67,0.25,delayed_coordination,Delayed Coordination,-16.3834681129189,-18.8915636473521,-87.5526172770551,28,167
67,67,0.5,baseline,Baseline,0,0,0,0,0
67,67,0.5,early_mover,Early Mover,-6.14891968812773,-113.921011325764,-630.427283511322,137,1939
67,67,0.5,sequential,Sequential,-8.98152628604392,-116.947339831042,-675.766408667384,160,2087
67,67,0.5,coordinated,Coordinated,-6.86999286640548,-114.842242083262,-713.967517098704,170,2337
67,67,0.5,delayed_coordination,Delayed Coordination,-8.61599395096806,-115.112146695763,-672.754364218495,158,2098
67,67,0.75,baseline,Baseline,0,0,0,0,0
67,67,0.75,early_mover,Early Mover,-3.94325472950862,-143.961487484593,-844.059994088213,119,2121
67,67,0.75,sequential,Sequential,-9.37526870357465,-148.401253633278,-869.606769620339,128,2117
67,67,0.75,coordinated,Coordinated,-18.0211156520472,-116.07885479044,-832.936819440535,98,1705
67,67,0.75,delayed_coordination,Delayed Coordination,-9.560461585067,-146.426454467776,-875.26507295089,122,2098
68,68,0.25,baseline,Baseline,0,0,0,0,0
68,68,0.25,early_mover,Early Mover,-15.2226566784042,-4.56238134160168,-69.6231407874784,21,214
68,68,0.25,sequential,Sequential,-14.6062002503169,-12.0793539726696,-134.817725611741,24,230
68,68,0.25,coordinated,Coordinated,-15.7283341695047,-12.8030982126882,-110.241379062309,-2,110
68,68,0.25,delayed_coordination,Delayed Coordination,-15.0097344793525,-12.9107472593276,-117.108197599089,25,251
68,68,0.5,baseline,Baseline,0,0,0,0,0
68,68,0.5,early_mover,Early Mover,-8.82324010571256,-100.806790059954,-637.75725968025,123,1900
68,68,0.5,sequential,Sequential,-8.1078697249164,-105.286544941327,-743.136747367625,161,2086
68,68,0.5,coordinated,Coordinated,-11.5974490699007,-110.920214632503,-689.890162253125,157,2049
68,68,0.5,delayed_coordination,Delayed Coordination,-9.06052583906316,-123.236904520934,-740.993956305763,153,1984
68,68,0.75,baseline,Baseline,0,0,0,0,0
68,68,0.75,early_mover,Early Mover,-6.92876141747442,-159.566048383403,-895.043162388613,146,2461
68,68,0.75,sequential,Sequential,-6.63532619496033,-174.051036395518,-1048.85717892772,152,2411
68,68,0.75,coordinated,Coordinated,-15.3925572778881,-132.304000712929,-879.747145221597,138,2153
68,68,0.75,delayed_coordination,Delayed Coordination,-7.62116357386782,-172.73599513777,-1025.02930043674,156,2404
69,69,0.25,baseline,Baseline,0,0,0,0,0
69,69,0.25,early_mover,Early Mover,-11.5967185458751,-4.32904186333991,-142.980528826185,17,284
69,69,0.25,sequential,Sequential,-13.7059238659906,-4.97131208260805,-146.975261629639,19,262
69,69,0.25,coordinated,Coordinated,-13.794558267302,8.80998623728902,-138.349967523671,15,309
69,69,0.25,delayed_coordination,Delayed Coordination,-13.3370544573307,-4.79011307154133,-152.771270832254,20,303
69,69,0.5,baseline,Baseline,0,0,0,0,0
69,69,0.5,early_mover,Early Mover,-10.709334627882,-45.896993788519,-546.998234986183,101,1747
69,69,0.5,sequential,Sequential,-12.1692079634743,-88.0825657836232,-666.522545334155,142,1867
69,69,0.5,coordinated,Coordinated,-12.3325186801827,-74.6340598722572,-594.000539709119,108,1893
69,69,0.5,delayed_coordination,Delayed Coordination,-9.39182491883209,-87.1651442037672,-705.47992938821,138,2013
69,69,0.75,baseline,Baseline,0,0,0,0,0
69,69,0.75,early_mover,Early Mover,4.87569401226243,-132.227385800018,-1041.20471512945,186,2807
69,69,0.75,sequential,Sequential,-6.18310072787419,-116.919357769208,-1007.11709613839,163,2486
69,69,0.75,coordinated,Coordinated,1.74188200678542,-135.520081301925,-1073.0376227187,189,3052
69,69,0.75,delayed_coordination,Delayed Coordination,-3.09891568152788,-132.233514301666,-1070.14464897045,188,2822
70,70,0.25,baseline,Baseline,0,0,0,0,0
70,70,0.25,early_mover,Early Mover,-13.7059204737576,-12.2901845923873,-89.5721020844949,6,22
70,70,0.25,sequential,Sequential,-14.8287713132972,-22.658309849693,-124.091618678398,19,77
70,70,0.25,coordinated,Coordinated,-15.1325270184748,-20.4104597273192,-103.166319205454,4,-15
70,70,0.25,delayed_coordination,Delayed Coordination,-14.6033941837235,-15.1259083722941,-106.046499712687,18,95
70,70,0.5,baseline,Baseline,0,0,0,0,0
70,70,0.5,early_mover,Early Mover,-9.16903486112153,-74.6711544693698,-538.890053836474,119,1821
70,70,0.5,sequential,Sequential,-9.0729374326275,-77.2849674818553,-624.380259069171,98,1795
70,70,0.5,coordinated,Coordinated,-13.5043860367127,-73.3232963865703,-563.567227795876,101,1558
70,70,0.5,delayed_coordination,Delayed Coordination,-9.48697262865051,-78.9104342169018,-621.713259421186,133,1962
70,70,0.75,baseline,Baseline,0,0,0,0,0
70,70,0.75,early_mover,Early Mover,1.80048192730393,-120.83270716135,-895.637229417633,153,2500
70,70,0.75,sequential,Sequential,-1.54533410576197,-119.778803566144,-954.865409527844,136,2319
70,70,0.75,coordinated,Coordinated,-15.5466452626095,-108.277533667113,-782.801887160498,73,1700
70,70,0.75,delayed_coordination,Delayed Coordination,-3.60547866254836,-119.103674695531,-928.388055362641,148,2456
71,71,0.25,baseline,Baseline,0,0,0,0,0
71,71,0.25,early_mover,Early Mover,-14.2008018387734,-9.92904399126735,-110.115516649495,14,181
71,71,0.25,sequential,Sequential,-15.9581351980923,-9.71761935950121,-111.312261292914,16,212
71,71,0.25,coordinated,Coordinated,-15.0201271616581,-16.8070127173982,-132.935579233987,38,353
71,71,0.25,delayed_coordination,Delayed Coordination,-15.4950259594683,-9.5845334531391,-116.918359598254,22,250
71,71,0.5,baseline,Baseline,0,0,0,0,0
71,71,0.5,early_mover,Early Mover,-15.9152563883114,-47.2219521793016,-491.473909036361,99,1351
71,71,0.5,sequential,Sequential,-14.9489079821454,-62.1823900356631,-572.856454693936,113,1608
71,71,0.5,coordinated,Coordinated,-13.3510121281243,-95.4392518941775,-630.480075020183,128,1708
71,71,0.5,delayed_coordination,Delayed Coordination,-14.967342201111,-60.6665424592984,-557.229150892001,93,1367
71,71,0.75,baseline,Baseline,0,0,0,0,0
71,71,0.75,early_mover,Early Mover,-20.2601670894808,-88.9459402381246,-725.803698374572,62,1366
71,71,0.75,sequential,Sequential,-27.2007833557044,-85.9800875899056,-737.292386831771,56,1153
71,71,0.75,coordinated,Coordinated,-17.3483613470739,-115.144966774244,-822.729588805968,97,1757
71,71,0.75,delayed_coordination,Delayed Coordination,-26.1399000994034,-94.6550109167052,-734.948562102531,47,1154
72,72,0.25,baseline,Baseline,0,0,0,0,0
72,72,0.25,early_mover,Early Mover,-5.41153622165477,-34.3440985503785,-243.028727022989,51,615
72,72,0.25,sequential,Sequential,-8.18507353385344,-32.3572012831593,-223.818308360166,41,597
72,72,0.25,coordinated,Coordinated,-8.75277333991637,-43.7270369197888,-231.737224203201,27,539
72,72,0.25,delayed_coordination,Delayed Coordination,-8.06114720298696,-37.1807802126704,-247.214617037452,35,663
72,72,0.5,baseline,Baseline,0,0,0,0,0
72,72,0.5,early_mover,Early Mover,-0.691775813587427,-93.7934352191719,-665.563673766279,138,2192
72,72,0.5,sequential,Sequential,-1.42397948794073,-102.972692544786,-696.175219758513,147,2245
72,72,0.5,coordinated,Coordinated,-4.32665644390188,-96.9823936276539,-624.063972277352,138,2094
72,72,0.5,delayed_coordination,Delayed Coordination,-2.25649073516148,-98.1729018357325,-688.658637975854,147,2258
72,72,0.75,baseline,Baseline,0,0,0,0,0
72,72,0.75,early_mover,Early Mover,13.4988215703139,-149.719647767266,-973.202612431055,150,2690
72,72,0.75,sequential,Sequential,9.67949131137,-155.74104962319,-1033.85035021558,161,2685
72,72,0.75,coordinated,Coordinated,3.94877767686555,-133.945527916483,-984.236525447476,181,2502
72,72,0.75,delayed_coordination,Delayed Coordination,13.9252218873484,-159.654933467656,-1047.80441708891,184,2874
73,73,0.25,baseline,Baseline,0,0,0,0,0
73,73,0.25,early_mover,Early Mover,-14.7386105106265,-21.0684032633797,-89.3744475456201,5,-30
73,73,0.25,sequential,Sequential,-17.6040518296223,-18.2461177366521,-91.5563788433888,4,-71
73,73,0.25,coordinated,Coordinated,-17.0794788674606,-17.334944797119,-94.4837269340051,12,-60
73,73,0.25,delayed_coordination,Delayed Coordination,-17.0247801128529,-19.6575489579346,-93.3090302442392,6,-29
73,73,0.5,baseline,Baseline,0,0,0,0,0
73,73,0.5,early_mover,Early Mover,-4.05824315886007,-113.937790566235,-693.846249107853,169,2105
73,73,0.5,sequential,Sequential,-5.67861995232803,-122.118438232449,-744.234926034105,161,1980
73,73,0.5,coordinated,Coordinated,-11.7596716126657,-102.953089172858,-640.576448783068,145,1942
73,73,0.5,delayed_coordination,Delayed Coordination,-6.87837008617898,-120.497736210012,-744.890100711455,150,2029
73,73,0.75,baseline,Baseline,0,0,0,0,0
73,73,0.75,early_mover,Early Mover,-20.0500477047815,-104.233140222431,-729.540151950466,99,1343
73,73,0.75,sequential,Sequential,-23.1303344585011,-112.025658082708,-782.126178238779,96,1360
73,73,0.75,coordinated,Coordinated,-24.3716642617234,-92.8830073905875,-683.841353351394,74,1252
73,73,0.75,delayed_coordination,Delayed Coordination,-25.8014595619171,-119.90522882796,-767.697617457572,59,1140
74,74,0.25,baseline,Baseline,0,0,0,0,0
74,74,0.25,early_mover,Early Mover,-10.0657388807906,-25.1169276600727,-159.538334533313,41,424
74,74,0.25,sequential,Sequential,-11.5316463439328,-26.1840846950762,-177.139612061625,41,391
74,74,0.25,coordinated,Coordinated,-12.5860689237106,-23.3964088687345,-150.09734092281,28,218
74,74,0.25,delayed_coordination,Delayed Coordination,-11.3866884258135,-26.1417972700155,-175.188239684451,37,424
74,74,0.5,baseline,Baseline,0,0,0,0,0
74,74,0.5,early_mover,Early Mover,-5.00048857035394,-99.4737381043143,-610.69610530508,117,1676
74,74,0.5,sequential,Sequential,-10.9562077643875,-99.0840328969215,-606.649293191693,91,1483
74,74,0.5,coordinated,Coordinated,-8.02827320704031,-92.1115509413609,-619.932704770646,133,1734
74,74,0.5,delayed_coordination,Delayed Coordination,-9.80127081340964,-102.622432181624,-620.764721436613,98,1528
74,74,0.75,baseline,Baseline,0,0,0,0,0
74,74,0.75,early_mover,Early Mover,-7.07654297044159,-96.4276020107689,-739.693733802347,83,1598
74,74,0.75,sequential,Sequential,-16.2605163770623,-91.5678807801513,-749.266783569762,76,1519
74,74,0.75,coordinated,Coordinated,-9.11026704016464,-149.059853780669,-876.9596580157,120,2060
74,74,0.75,delayed_coordination,Delayed Coordination,-15.7484432395176,-95.2472089171602,-752.156633968164,71,1453
75,75,0.25,baseline,Baseline,0,0,0,0,0
75,75,0.25,early_mover,Early Mover,-12.3463718574375,-14.2472362400343,-110.435769602235,24,201
75,75,0.25,sequential,Sequential,-14.1817817827588,-16.3729831682084,-120.477672240507,27,235
75,75,0.25,coordinated,Coordinated,-14.582388079985,-20.9249601269851,-128.245461484618,25,264
75,75,0.25,delayed_coordination,Delayed Coordination,-15.1408808263144,-13.8867958126621,-108.935368623097,22,196
75,75,0.5,baseline,Baseline,0,0,0,0,0
75,75,0.5,early_mover,Early Mover,1.56561907184684,-126.936360053287,-807.43283686581,187,2423
75,75,0.5,sequential,Sequential,-7.03436483165885,-121.05253824735,-792.301947881701,179,2303
75,75,0.5,coordinated,Coordinated,-12.108307593839,-81.4957909267443,-555.572083635613,126,1594
75,75,0.5,delayed_coordination,Delayed Coordination,-4.45780138524243,-121.453387370467,-815.096676328688,168,2320
75,75,0.75,baseline,Baseline,0,0,0,0,0
75,75,0.75,early_mover,Early Mover,21.0537608450601,-184.701002334151,-1142.61398976522,211,3301
75,75,0.75,sequential,Sequential,16.2092810147778,-187.163931248092,-1197.79112742895,221,3282
75,75,0.75,coordinated,Coordinated,-5.00449897664623,-164.858370555158,-986.442563354977,149,2489
75,75,0.75,delayed_coordination,Delayed Coordination,13.9648663083785,-181.958999699673,-1176.5178975662,208,3259
76,76,0.25,baseline,Baseline,0,0,0,0,0
76,76,0.25,early_mover,Early Mover,-14.8267850469729,-13.2269397930339,-60.6355896203772,-9,-88
76,76,0.25,sequential,Sequential,-18.5563162207355,-5.45578370099395,-28.3622277174754,-11,-195
76,76,0.25,coordinated,Coordinated,-14.1006673679827,-32.6130953846975,-136.635572902043,7,78
76,76,0.25,delayed_coordination,Delayed Coordination,-17.2170062051243,-12.6961179853525,-59.1499011383021,-4,-110
76,76,0.5,baseline,Baseline,0,0,0,0,0
76,76,0.5,early_mover,Early Mover,-5.67371251009956,-88.0451472554308,-598.857443488964,133,1952
76,76,0.5,sequential,Sequential,-8.60782754884227,-93.4501311895251,-690.820400793071,177,2029
76,76,0.5,coordinated,Coordinated,-7.14900536838303,-108.21356458615,-668.523463422287,152,2130
76,76,0.5,delayed_coordination,Delayed Coordination,-7.11821241131466,-109.338108164442,-695.823309704111,175,2078
76,76,0.75,baseline,Baseline,0,0,0,0,0
76,76,0.75,early_mover,Early Mover,0.623326890847721,-117.989906767401,-817.765785844708,149,2357
76,76,0.75,sequential,Sequential,-6.94452169691635,-121.91834089379,-885.339254520788,147,2316
76,76,0.75,coordinated,Coordinated,-2.85495415041038,-126.112686364684,-935.765536800474,168,2524
76,76,0.75,delayed_coordination,Delayed Coordination,-2.32493719854703,-133.476911340278,-926.053064722618,184,2532
77,77,0.25,baseline,Baseline,0,0,0,0,0
77,77,0.25,early_mover,Early Mover,-12.1034848312657,-25.9178964575547,-104.132820821806,24,406
77,77,0.25,sequential,Sequential,-12.871770512905,-33.5013620210063,-147.038471247231,36,417
77,77,0.25,coordinated,Coordinated,-10.514587582572,-36.4085289118283,-215.31513678209,55,671
77,77,0.25,delayed_coordination,Delayed Coordination,-13.4585653791645,-32.6131069881246,-149.612472437654,34,436
77,77,0.5,baseline,Baseline,0,0,0,0,0
77,77,0.5,early_mover,Early Mover,-5.8900654723984,-80.581871416619,-546.757044996736,132,1899
77,77,0.5,sequential,Sequential,-4.24565250425077,-99.054021763015,-660.634814279634,158,2123
77,77,0.5,coordinated,Coordinated,-7.87674735017468,-95.9345656092047,-629.17944715896,133,2141
77,77,0.5,delayed_coordination,Delayed Coordination,-6.32104488737514,-91.3623843833337,-643.349815083786,135,2014
77,77,0.75,baseline,Baseline,0,0,0,0,0
77,77,0.75,early_mover,Early Mover,7.76626091077014,-125.65056917423,-880.991835662765,166,2717
77,77,0.75,sequential,Sequential,-6.82254808355604,-115.531067217784,-850.519052578391,127,2307
77,77,0.75,coordinated,Coordinated,-1.95329155745583,-119.524179982379,-872.976373695909,125,2334
77,77,0.75,delayed_coordination,Delayed Coordination,-8.97346663033406,-115.483670974945,-830.285103881689,117,2268
78,78,0.25,baseline,Baseline,0,0,0,0,0
78,78,0.25,early_mover,Early Mover,-13.7726487129983,-14.1179127280773,-39.4606375960807,18,175
78,78,0.25,sequential,Sequential,-12.1460422439705,-22.9078796276064,-102.98548390129,21,237
78,78,0.25,coordinated,Coordinated,-13.4326697741641,-24.8416001081005,-79.7882307636387,25,68
78,78,0.25,delayed_coordination,Delayed Coordination,-13.9168428346597,-18.2545645770802,-84.8939027783713,23,174
78,78,0.5,baseline,Baseline,0,0,0,0,0
78,78,0.5,early_mover,Early Mover,-4.40603929823048,-95.3082122057313,-587.742806696126,130,1974
78,78,0.5,sequential,Sequential,-13.5526481458935,-86.286572690335,-551.905928517132,84,1512
78,78,0.5,coordinated,Coordinated,-11.7748764380605,-101.276032419823,-551.49883298997,62,1338
78,78,0.5,delayed_coordination,Delayed Coordination,-8.70061825267017,-96.3812264991591,-609.825119895333,99,1730
78,78,0.75,baseline,Baseline,0,0,0,0,0
78,78,0.75,early_mover,Early Mover,-4.33492670594792,-132.557688233628,-787.879691746501,127,2258
78,78,0.75,sequential,Sequential,-5.92447555225353,-152.255861327111,-866.638446139252,147,2310
78,78,0.75,coordinated,Coordinated,-11.1849112990178,-123.216856967811,-771.766525711982,129,2048
78,78,0.75,delayed_coordination,Delayed Coordination,-9.27021187181752,-142.528794472997,-864.753177276296,151,2283
79,79,0.25,baseline,Baseline,0,0,0,0,0
79,79,0.25,early_mover,Early Mover,-13.1902600837208,-10.9421476047115,-125.026495103916,20,147
79,79,0.25,sequential,Sequential,-13.9047346096299,-13.5506249166833,-147.396974731216,30,215
79,79,0.25,coordinated,Coordinated,-15.2758571134672,-16.285845644447,-106.573043322877,-5,39
79,79,0.25,delayed_coordination,Delayed Coordination,-13.599343364143,-12.4745594559635,-145.741870508928,22,191
79,79,0.5,baseline,Baseline,0,0,0,0,0
79,79,0.5,early_mover,Early Mover,2.98632222714218,-108.986962854701,-762.316341997538,166,2292
79,79,0.5,sequential,Sequential,-0.996472281546716,-109.830627803132,-776.631164499228,159,2117
79,79,0.5,coordinated,Coordinated,-2.52979667550869,-110.617249967088,-760.108715414815,163,2093
79,79,0.5,delayed_coordination,Delayed Coordination,1.17815673518569,-118.073157939835,-806.691067620201,178,2315
79,79,0.75,baseline,Baseline,0,0,0,0,0
79,79,0.75,early_mover,Early Mover,18.8475452629152,-155.99568472607,-1069.61767777078,194,3130
79,79,0.75,sequential,Sequential,8.31807411704813,-152.443119797196,-1035.96519678631,169,2786
79,79,0.75,coordinated,Coordinated,7.42768222309297,-142.842504095853,-1043.22466787167,178,2821
79,79,0.75,delayed_coordination,Delayed Coordination,13.0540579688277,-160.079971257397,-1082.54342339722,182,2963
80,80,0.25,baseline,Baseline,0,0,0,0,0
80,80,0.25,early_mover,Early Mover,-13.5795784059921,-12.0467775094993,-57.8982935988806,12,92
80,80,0.25,sequential,Sequential,-15.3783070212417,-7.95362280996125,-59.2894582857421,9,41
80,80,0.25,coordinated,Coordinated,-13.4535129800748,-7.14001618389182,-76.7050920573847,18,44
80,80,0.25,delayed_coordination,Delayed Coordination,-15.4995399103121,-11.9374338442721,-66.1822041703604,23,103
80,80,0.5,baseline,Baseline,0,0,0,0,0
80,80,0.5,early_mover,Early Mover,-7.30698718014045,-102.28140547075,-618.734690400323,141,1979
80,80,0.5,sequential,Sequential,-11.1863210114642,-95.9741623200756,-598.207152633863,95,1620
80,80,0.5,coordinated,Coordinated,-6.5362400681027,-115.411974045054,-678.679037073556,159,1969
80,80,0.5,delayed_coordination,Delayed Coordination,-6.23640540505883,-106.850745510164,-694.718052464813,156,2013
80,80,0.75,baseline,Baseline,0,0,0,0,0
80,80,0.75,early_mover,Early Mover,-8.97621736413954,-160.197770650439,-850.400223234214,138,2179
80,80,0.75,sequential,Sequential,-4.90417263084994,-160.007113769793,-1002.90557712524,171,2533
80,80,0.75,coordinated,Coordinated,-9.70837469780369,-153.428297431123,-892.580557161402,148,2128
80,80,0.75,delayed_coordination,Delayed Coordination,-8.59040039323085,-166.554129402991,-993.530179137927,142,2225
81,81,0.25,baseline,Baseline,0,0,0,0,0
81,81,0.25,early_mover,Early Mover,-12.8381858770861,-2.05723094081935,-96.9129571516905,8,114
81,81,0.25,sequential,Sequential,-14.6877965161857,-4.4343636074052,-117.209931927713,14,148
81,81,0.25,coordinated,Coordinated,-12.7449464697984,-11.4195923104546,-110.873350950817,21,309
81,81,0.25,delayed_coordination,Delayed Coordination,-14.166464392413,-4.01625994703528,-125.867134121087,8,156
81,81,0.5,baseline,Baseline,0,0,0,0,0
81,81,0.5,early_mover,Early Mover,-3.20308061116779,-63.0452210303939,-619.691611476758,148,2071
81,81,0.5,sequential,Sequential,-4.91736121292772,-73.5721391729994,-696.70126804239,171,2150
81,81,0.5,coordinated,Coordinated,-5.82322605584093,-48.5226515758828,-615.243914183163,143,2022
81,81,0.5,delayed_coordination,Delayed Coordination,-5.06745335153353,-76.3427640922449,-681.425743884502,139,2054
81,81,0.75,baseline,Baseline,0,0,0,0,0
81,81,0.75,early_mover,Early Mover,10.7835083958447,-126.14231179813,-936.403793699307,177,2945
81,81,0.75,sequential,Sequential,-1.50665806963906,-131.074253694606,-943.326135456825,151,2690
81,81,0.75,coordinated,Coordinated,-2.65474045990929,-134.165727447947,-902.41951791593,156,2609
81,81,0.75,delayed_coordination,Delayed Coordination,5.56222810674089,-132.431194781049,-984.292631341765,186,3041
82,82,0.25,baseline,Baseline,0,0,0,0,0
82,82,0.25,early_mover,Early Mover,-10.247854120654,-29.1081062118712,-144.139949969163,26,371
