replication,seed,recovery_horizon,scenario_id,scenario_name,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_recovering_links_vs_baseline,delta_total_switches_vs_baseline
64,64,5,early_mover,Early Mover,-6.41549318733425,-103.974308821198,-577.310701350395,109,1307
64,64,5,sequential,Sequential,-11.5349822290928,-103.600921978243,-586.321972553369,80,1095
64,64,5,coordinated,Coordinated,-14.2194327560797,-94.5460918451523,-520.855115792448,67,967
64,64,5,delayed_coordination,Delayed Coordination,-12.2467614186967,-110.924376755857,-575.243606289675,78,1141
64,64,7,baseline,Baseline,0,0,0,0,0
64,64,7,early_mover,Early Mover,-1.68581632130018,-123.462001736655,-704.311305866631,143,1757
64,64,7,sequential,Sequential,-8.61519880704624,-118.054295886031,-637.157792494036,108,1403
64,64,7,coordinated,Coordinated,-22.0884530211969,-66.6912480771878,-311.52855626342,26,331
64,64,7,delayed_coordination,Delayed Coordination,-5.9595916554424,-126.556873512361,-703.826666820566,105,1457
65,65,3,baseline,Baseline,0,0,0,0,0
65,65,3,early_mover,Early Mover,-1.12448925128233,-131.542821384567,-839.112738735899,164,2364
65,65,3,sequential,Sequential,-3.17321711526941,-146.587154492092,-912.116848992068,159,2368
65,65,3,coordinated,Coordinated,-6.75048150807943,-146.192811365854,-871.577873291625,167,2132
65,65,3,delayed_coordination,Delayed Coordination,-0.890897166986107,-142.142433469406,-959.722757651045,177,2532
65,65,5,baseline,Baseline,0,0,0,0,0
65,65,5,early_mover,Early Mover,-0.769608254485803,-150.100064925668,-859.941423729569,165,2311
65,65,5,sequential,Sequential,-6.78768035442414,-140.771431120085,-891.102441118921,133,2070
65,65,5,coordinated,Coordinated,-10.0402189343826,-130.000141568218,-800.505644304409,116,1901
65,65,5,delayed_coordination,Delayed Coordination,-1.65809992715967,-166.034449449321,-962.327090910815,166,2296
65,65,7,baseline,Baseline,0,0,0,0,0
65,65,7,early_mover,Early Mover,-1.22304609958624,-152.027403628437,-869.728727879499,169,2236
65,65,7,sequential,Sequential,-4.84768464546076,-152.535064288219,-958.191348814229,186,2168
65,65,7,coordinated,Coordinated,-7.78594955699589,-156.02513003322,-823.066566223127,156,1923
65,65,7,delayed_coordination,Delayed Coordination,-1.17346430205197,-161.14166424027,-995.684674725192,187,2386
66,66,3,baseline,Baseline,0,0,0,0,0
66,66,3,early_mover,Early Mover,3.746849753478,-121.514127461603,-808.765661526406,160,2453
66,66,3,sequential,Sequential,-1.75200358219918,-129.067803503421,-832.201995782159,166,2409
66,66,3,coordinated,Coordinated,-3.13748738978121,-117.245617290287,-754.045035120319,153,2331
66,66,3,delayed_coordination,Delayed Coordination,3.2638151397131,-137.073561370065,-900.038056521749,173,2495
66,66,5,baseline,Baseline,0,0,0,0,0
66,66,5,early_mover,Early Mover,5.00113184374818,-137.888678566561,-847.552027614742,159,2527
66,66,5,sequential,Sequential,-0.201863177060247,-143.432800335394,-888.160849895382,160,2405
66,66,5,coordinated,Coordinated,-4.96800430042572,-120.986236444347,-752.49649550102,148,2182
66,66,5,delayed_coordination,Delayed Coordination,-0.162506027284977,-139.019624285853,-868.79394923059,150,2489
66,66,7,baseline,Baseline,0,0,0,0,0
66,66,7,early_mover,Early Mover,-0.598665120126569,-122.628973214473,-710.267828839927,134,2017
66,66,7,sequential,Sequential,-3.52811523691952,-119.246737958848,-760.526064115037,142,1989
66,66,7,coordinated,Coordinated,-2.05402167774619,-132.960222067059,-789.146599848534,153,2185
66,66,7,delayed_coordination,Delayed Coordination,-6.60663672269879,-117.58654573617,-711.479266688053,116,1918
67,67,3,baseline,Baseline,0,0,0,0,0
67,67,3,early_mover,Early Mover,-0.431756719724362,-108.221046077969,-775.162011234258,160,2301
67,67,3,sequential,Sequential,-5.19499605332294,-108.37699958199,-824.129561819141,151,2325
67,67,3,coordinated,Coordinated,-0.657407801866896,-131.490555520781,-894.564187153333,173,2500
67,67,3,delayed_coordination,Delayed Coordination,-3.6416304508318,-112.678340058966,-849.417895996622,170,2384
67,67,5,baseline,Baseline,0,0,0,0,0
67,67,5,early_mover,Early Mover,3.32893307924463,-125.200685803954,-878.528407988118,164,2592
67,67,5,sequential,Sequential,0.175729433435407,-127.593716333325,-908.578048078626,168,2634
67,67,5,coordinated,Coordinated,-0.8185410595664,-127.791426643481,-907.747041217305,169,2611
67,67,5,delayed_coordination,Delayed Coordination,1.8830184935108,-131.816574529049,-936.674260166243,176,2690
67,67,7,baseline,Baseline,0,0,0,0,0
67,67,7,early_mover,Early Mover,4.21625136970795,-123.319047288269,-884.278474246317,172,2620
67,67,7,sequential,Sequential,0.236491487589745,-125.262265261285,-913.689683883069,173,2604
67,67,7,coordinated,Coordinated,2.71476198870567,-135.969052566269,-940.94531536354,183,2709
67,67,7,delayed_coordination,Delayed Coordination,0.126688895575057,-135.496783795155,-932.784998382526,176,2670
68,68,3,baseline,Baseline,0,0,0,0,0
68,68,3,early_mover,Early Mover,-0.0727588532505763,-104.203338832934,-809.987067783394,157,2271
68,68,3,sequential,Sequential,-3.39476438082502,-112.435007220314,-884.026334737109,178,2290
68,68,3,coordinated,Coordinated,-7.91958530557999,-106.666433520644,-802.548051670736,154,2064
68,68,3,delayed_coordination,Delayed Coordination,-2.50894185508058,-117.655424445479,-873.71549226302,179,2346
68,68,5,baseline,Baseline,0,0,0,0,0
68,68,5,early_mover,Early Mover,-0.591015601763644,-98.114417522284,-817.42689886315,161,2202
68,68,5,sequential,Sequential,-1.76864904524824,-118.60425640875,-937.813019710942,191,2372
68,68,5,coordinated,Coordinated,-5.32586241341509,-110.56240439886,-845.091149155157,185,2127
68,68,5,delayed_coordination,Delayed Coordination,-1.52804237273391,-112.508155752201,-910.324843471265,159,2255
68,68,7,baseline,Baseline,0,0,0,0,0
68,68,7,early_mover,Early Mover,1.22596963728428,-108.236241116396,-834.875627445857,179,2300
68,68,7,sequential,Sequential,-1.52856561820484,-114.120472957799,-900.083906017561,197,2369
68,68,7,coordinated,Coordinated,-3.33361313564617,-112.037676257853,-896.195953174607,188,2422
68,68,7,delayed_coordination,Delayed Coordination,0.327687477060934,-120.667066641923,-916.135731683172,195,2415
69,69,3,baseline,Baseline,0,0,0,0,0
69,69,3,early_mover,Early Mover,-2.79790986077413,-104.129396054512,-775.053277565726,139,2066
69,69,3,sequential,Sequential,-2.24248382373833,-124.971392318936,-892.731177616869,157,2193
69,69,3,coordinated,Coordinated,-4.09079946158177,-120.883431218093,-850.252404577782,153,2227
69,69,3,delayed_coordination,Delayed Coordination,-5.55329257567338,-106.803843449225,-827.419176593069,130,2021
69,69,5,baseline,Baseline,0,0,0,0,0
69,69,5,early_mover,Early Mover,-0.156291675985784,-113.88393057555,-851.95356501803,151,2382
69,69,5,sequential,Sequential,-0.525714507378609,-128.215574123505,-921.511440291842,172,2445
69,69,5,coordinated,Coordinated,-2.89568333396393,-125.208080534827,-891.3338162503,174,2269
69,69,5,delayed_coordination,Delayed Coordination,0.286152714765166,-133.024390064712,-948.782683101987,174,2559
69,69,7,baseline,Baseline,0,0,0,0,0
69,69,7,early_mover,Early Mover,-2.14752240212063,-113.248305037271,-820.293887629615,145,2199
69,69,7,sequential,Sequential,-0.186426885557736,-123.926158984703,-912.233794085915,169,2423
69,69,7,coordinated,Coordinated,-1.40205425024988,-115.218807237478,-889.710327185698,163,2207
69,69,7,delayed_coordination,Delayed Coordination,-3.57429541630513,-122.086764212644,-875.374506048323,171,2297
70,70,3,baseline,Baseline,0,0,0,0,0
70,70,3,early_mover,Early Mover,-1.80937585338928,-82.0386678030792,-755.093334958097,152,2272
70,70,3,sequential,Sequential,-1.4218312128552,-94.732086783022,-845.782396791925,175,2343
70,70,3,coordinated,Coordinated,-0.97022604389511,-85.2691703293901,-854.890155624527,150,2540
70,70,3,delayed_coordination,Delayed Coordination,-2.5629413331252,-81.5101087934028,-816.240973001394,158,2348
70,70,5,baseline,Baseline,0,0,0,0,0
70,70,5,early_mover,Early Mover,-0.584005660818519,-66.5138978984893,-720.12515264605,140,2257
70,70,5,sequential,Sequential,0.605354985429358,-89.2504482275655,-846.524718851541,156,2476
70,70,5,coordinated,Coordinated,-0.666253856897001,-84.5269471678714,-826.868798809564,162,2494
70,70,5,delayed_coordination,Delayed Coordination,-1.95413127098162,-72.145922700567,-804.74547764831,159,2347
70,70,7,baseline,Baseline,0,0,0,0,0
70,70,7,early_mover,Early Mover,-3.26649465994143,-66.9766133646349,-702.516962090895,130,2127
70,70,7,sequential,Sequential,-6.78451278262001,-69.2109370936092,-717.279223776132,125,1870
70,70,7,coordinated,Coordinated,-5.74640597729282,-71.626006936138,-738.860527173816,139,2188
70,70,7,delayed_coordination,Delayed Coordination,-5.00221638455895,-73.80870439736,-751.976255915634,150,2060
71,71,3,baseline,Baseline,0,0,0,0,0
71,71,3,early_mover,Early Mover,-6.5702337308975,-80.873832798284,-634.213864345752,136,1867
71,71,3,sequential,Sequential,-10.8361581304862,-71.0480429776525,-635.916010538288,103,1548
71,71,3,coordinated,Coordinated,-11.1868355708729,-86.593031877589,-678.678836431547,120,1827
71,71,3,delayed_coordination,Delayed Coordination,-8.8019800445468,-80.6663815116794,-677.385129478217,133,1785
71,71,5,baseline,Baseline,0,0,0,0,0
71,71,5,early_mover,Early Mover,-8.11484730893601,-82.2931004873708,-647.48131644817,142,1908
71,71,5,sequential,Sequential,-8.93082680417452,-88.4656281040995,-705.179340964385,149,1939
71,71,5,coordinated,Coordinated,-10.5335946886119,-77.5576470619255,-662.510924756355,125,1818
71,71,5,delayed_coordination,Delayed Coordination,-9.48846993695858,-83.193245588948,-700.487632539997,145,1894
71,71,7,baseline,Baseline,0,0,0,0,0
71,71,7,early_mover,Early Mover,-6.08848302122156,-91.1955785152195,-693.170242478933,146,2091
71,71,7,sequential,Sequential,-8.09509766833436,-89.4173229590014,-749.054174064479,147,2014
71,71,7,coordinated,Coordinated,-6.6851853495946,-104.521574793672,-736.778973898645,150,2034
71,71,7,delayed_coordination,Delayed Coordination,-5.57934825400132,-99.749422823813,-791.187095482357,148,2102
72,72,3,baseline,Baseline,0,0,0,0,0
72,72,3,early_mover,Early Mover,0.218940705508558,-109.670797514953,-827.564270471223,133,2211
72,72,3,sequential,Sequential,-8.87360899960221,-119.614605560119,-792.557104636543,108,1907
72,72,3,coordinated,Coordinated,-9.44099685846643,-111.917992837751,-722.893055436655,116,1824
72,72,3,delayed_coordination,Delayed Coordination,-7.19166076948959,-116.394702090891,-847.763292922945,112,2061
72,72,5,baseline,Baseline,0,0,0,0,0
72,72,5,early_mover,Early Mover,1.16167982289207,-122.859272824259,-852.33019901515,159,2300
72,72,5,sequential,Sequential,-3.93437298895708,-125.758305044752,-846.451050790075,136,2090
72,72,5,coordinated,Coordinated,-6.49115046217079,-123.463244295129,-794.533669137744,144,1970
72,72,5,delayed_coordination,Delayed Coordination,2.40208417610559,-145.241171445128,-962.562190253331,177,2462
72,72,7,baseline,Baseline,0,0,0,0,0
72,72,7,early_mover,Early Mover,-1.87307905288564,-126.533752203314,-762.714829446024,138,1907
72,72,7,sequential,Sequential,-2.95507134645409,-140.351358750452,-866.108658709566,173,2072
72,72,7,coordinated,Coordinated,-8.04897903933279,-121.7860928709,-787.841006607163,149,1972
72,72,7,delayed_coordination,Delayed Coordination,1.29980929222039,-144.012593417458,-944.515995456303,186,2195
73,73,3,baseline,Baseline,0,0,0,0,0
73,73,3,early_mover,Early Mover,-10.0519151206947,-74.412321730973,-555.061597085211,107,1521
73,73,3,sequential,Sequential,-14.9293944954787,-71.842267788878,-543.470771216061,92,1422
73,73,3,coordinated,Coordinated,-19.3209626324227,-54.4174708824035,-422.453427868276,64,1130
73,73,3,delayed_coordination,Delayed Coordination,-14.0951142610325,-73.488170890085,-578.121663055769,94,1405
73,73,5,baseline,Baseline,0,0,0,0,0
73,73,5,early_mover,Early Mover,-13.2757444153369,-36.7133485904547,-462.300311167794,88,1369
73,73,5,sequential,Sequential,-13.4002950676565,-41.6594805514032,-544.517878199191,110,1449
73,73,5,coordinated,Coordinated,-15.598359374042,-37.2076900962753,-459.751786141228,98,1402
73,73,5,delayed_coordination,Delayed Coordination,-15.6783714515268,-39.8885908985212,-509.821375645102,93,1325
73,73,7,baseline,Baseline,0,0,0,0,0
73,73,7,early_mover,Early Mover,-15.442320253385,-52.8189603413713,-411.046831125649,73,1062
73,73,7,sequential,Sequential,-20.2807246304953,-54.3516848422226,-414.456380328318,53,910
73,73,7,coordinated,Coordinated,-17.6809595669328,-51.2618489700038,-430.563401193576,65,1185
73,73,7,delayed_coordination,Delayed Coordination,-18.6941705867716,-56.9950846387561,-441.199389392818,69,1102
74,74,3,baseline,Baseline,0,0,0,0,0
74,74,3,early_mover,Early Mover,-3.02960084105747,-98.4006874769937,-762.421282405525,152,2171
74,74,3,sequential,Sequential,-3.09250377980835,-120.291137277686,-880.738481127805,153,2319
74,74,3,coordinated,Coordinated,-6.0389153213478,-120.97254751008,-837.482589811508,168,2163
74,74,3,delayed_coordination,Delayed Coordination,-6.20247983036789,-107.993994768609,-824.854868571816,143,2158
74,74,5,baseline,Baseline,0,0,0,0,0
74,74,5,early_mover,Early Mover,-3.48142087509181,-107.252432662295,-755.125788626907,137,2093
74,74,5,sequential,Sequential,-7.67515123986939,-92.4168501263483,-741.851253466197,121,1859
74,74,5,coordinated,Coordinated,-6.83996826751888,-106.646228870309,-814.811172167436,155,2077
74,74,5,delayed_coordination,Delayed Coordination,-5.74662792702127,-114.236540208374,-821.722986685971,163,2240
74,74,7,baseline,Baseline,0,0,0,0,0
74,74,7,early_mover,Early Mover,-0.967374085884686,-110.402902459874,-802.312636005674,134,2071
74,74,7,sequential,Sequential,-4.84322977778562,-121.880677163017,-856.106805233832,165,2221
74,74,7,coordinated,Coordinated,-7.56580439530609,-77.4186486925096,-761.372343033687,146,2103
74,74,7,delayed_coordination,Delayed Coordination,-5.54684171409913,-122.076942507139,-854.251538416661,151,2123
75,75,3,baseline,Baseline,0,0,0,0,0
75,75,3,early_mover,Early Mover,2.90756216032165,-113.987566498138,-786.62501950443,168,2253
75,75,3,sequential,Sequential,-1.36503020842875,-126.690941266086,-853.187590671318,169,2215
75,75,3,coordinated,Coordinated,0.317318106712023,-130.291649465435,-877.322832869487,183,2461
75,75,3,delayed_coordination,Delayed Coordination,-0.862000294939477,-119.777629057224,-850.650329707473,177,2308
75,75,5,baseline,Baseline,0,0,0,0,0
75,75,5,early_mover,Early Mover,0.387968466617906,-110.967637005702,-741.655777060731,158,2182
75,75,5,sequential,Sequential,-1.59688425968822,-121.438278229855,-790.546544822405,152,2211
75,75,5,coordinated,Coordinated,-1.51564272544157,-127.942545411979,-827.663962868097,179,2404
75,75,5,delayed_coordination,Delayed Coordination,-4.32364811753231,-113.036492730366,-749.464031605625,153,2093
75,75,7,baseline,Baseline,0,0,0,0,0
75,75,7,early_mover,Early Mover,-1.34805350894111,-103.883060375713,-673.530936821791,145,2026
75,75,7,sequential,Sequential,-4.8486978149912,-111.310123396978,-721.965208788797,164,2055
75,75,7,coordinated,Coordinated,0.582172572966954,-122.792218010581,-839.800934655916,174,2530
75,75,7,delayed_coordination,Delayed Coordination,-5.80671107516535,-112.42583188581,-719.560279245169,145,2006
76,76,3,baseline,Baseline,0,0,0,0,0
76,76,3,early_mover,Early Mover,1.51673769911331,-114.779805172936,-766.262291090303,156,2214
76,76,3,sequential,Sequential,-1.04967994877568,-122.197842379346,-812.629806271174,156,2243
76,76,3,coordinated,Coordinated,-5.69375426675248,-108.529037364087,-703.044447400527,126,1949
76,76,3,delayed_coordination,Delayed Coordination,-0.144281827750845,-127.432203199676,-847.160765393884,159,2344
76,76,5,baseline,Baseline,0,0,0,0,0
76,76,5,early_mover,Early Mover,1.74946808043789,-113.623736667938,-761.852758995283,121,2071
76,76,5,sequential,Sequential,-0.677668774629652,-133.232098531403,-824.656112789115,163,2245
76,76,5,coordinated,Coordinated,-4.46004240599281,-120.079805525629,-744.76771312752,131,2045
76,76,5,delayed_coordination,Delayed Coordination,-1.38842831703523,-123.829610892557,-804.229153372439,147,2194
76,76,7,baseline,Baseline,0,0,0,0,0
76,76,7,early_mover,Early Mover,3.0290133766071,-107.161191619061,-776.009525582479,169,2209
76,76,7,sequential,Sequential,-2.35036803562797,-113.24672175606,-796.219848115445,149,2090
76,76,7,coordinated,Coordinated,-0.870830228060342,-120.199355599997,-806.366219525648,164,2182
76,76,7,delayed_coordination,Delayed Coordination,-0.976643629100508,-111.587476064974,-813.145660577777,163,2260
77,77,3,baseline,Baseline,0,0,0,0,0
77,77,3,early_mover,Early Mover,-1.15424665526366,-119.885440969019,-786.609274492246,162,2334
77,77,3,sequential,Sequential,-3.84472797290627,-119.362111032851,-795.779839400857,159,2246
77,77,3,coordinated,Coordinated,-6.65637279774631,-94.8982971944449,-705.984415353521,150,2045
77,77,3,delayed_coordination,Delayed Coordination,-5.77558618744781,-116.743821754795,-800.34497760143,140,2209
77,77,5,baseline,Baseline,0,0,0,0,0
77,77,5,early_mover,Early Mover,-1.98500892509128,-119.277960193113,-762.002436671636,146,2068
77,77,5,sequential,Sequential,-5.07288301560475,-131.065205485747,-808.914695661296,162,2186
77,77,5,coordinated,Coordinated,-4.80968020671287,-112.393557971722,-777.774025555756,159,2089
77,77,5,delayed_coordination,Delayed Coordination,-4.42282321140686,-124.604640981438,-827.624593875439,140,2063
77,77,7,baseline,Baseline,0,0,0,0,0
77,77,7,early_mover,Early Mover,-1.22540677554051,-114.799877075195,-788.647285194103,164,2233
77,77,7,sequential,Sequential,-2.20017797492122,-130.533688959053,-866.118118700102,182,2275
77,77,7,coordinated,Coordinated,-5.27497734395764,-106.791612512543,-786.343244021371,174,2109
77,77,7,delayed_coordination,Delayed Coordination,-2.42430065548768,-130.170273206931,-852.27842487832,186,2251
78,78,3,baseline,Baseline,0,0,0,0,0
78,78,3,early_mover,Early Mover,-12.658806744806,-95.0664299298402,-543.259670028932,126,1596
78,78,3,sequential,Sequential,-14.6425315925132,-88.2959598638563,-575.391049212206,112,1555
78,78,3,coordinated,Coordinated,-14.846183600027,-95.3962817728936,-560.259312958147,100,1558
78,78,3,delayed_coordination,Delayed Coordination,-17.5871460457099,-86.3982091048625,-544.845045291611,97,1475
78,78,5,baseline,Baseline,0,0,0,0,0
78,78,5,early_mover,Early Mover,-11.993848921701,-94.4223996985854,-553.496577705444,101,1580
78,78,5,sequential,Sequential,-13.1229558782577,-111.285370723013,-616.091082440532,119,1618
78,78,5,coordinated,Coordinated,-14.8495703858762,-100.16080472108,-556.607637642795,99,1540
78,78,5,delayed_coordination,Delayed Coordination,-15.0032150047281,-104.189228555292,-571.19164149407,115,1576
78,78,7,baseline,Baseline,0,0,0,0,0
78,78,7,early_mover,Early Mover,-10.8254779223119,-91.1820747427878,-666.027758076885,126,1662
78,78,7,sequential,Sequential,-10.9333483204733,-118.180718393142,-722.710400750121,146,1708
78,78,7,coordinated,Coordinated,-13.8019364062406,-93.377668031074,-592.118213232961,114,1598
78,78,7,delayed_coordination,Delayed Coordination,-12.4611115213354,-111.487397802257,-693.602951854979,125,1737
79,79,3,baseline,Baseline,0,0,0,0,0
79,79,3,early_mover,Early Mover,-4.91593356829141,-106.174939904318,-719.7724236992,113,1783
79,79,3,sequential,Sequential,-8.21399236949182,-108.567096736118,-772.323845672312,82,1675
79,79,3,coordinated,Coordinated,-7.75728310878274,-117.016846243359,-796.194276835219,134,1730
79,79,3,delayed_coordination,Delayed Coordination,-7.34932311494589,-108.412143769997,-768.501463405632,109,1774
79,79,5,baseline,Baseline,0,0,0,0,0
79,79,5,early_mover,Early Mover,0.0484798405522042,-125.848363899707,-856.318944757344,158,2245
79,79,5,sequential,Sequential,-4.08083376090727,-137.873629941335,-886.205455695015,166,2095
79,79,5,coordinated,Coordinated,-10.6950291878069,-119.730228988444,-755.231597019652,136,1596
79,79,5,delayed_coordination,Delayed Coordination,-2.63887086016445,-136.553919101034,-901.16563942086,162,2239
79,79,7,baseline,Baseline,0,0,0,0,0
79,79,7,early_mover,Early Mover,-0.420917371239739,-123.574844386909,-846.491257174654,161,2103
79,79,7,sequential,Sequential,-6.81571930725205,-113.31569052447,-762.580709244372,132,1831
79,79,7,coordinated,Coordinated,-7.08853838245773,-117.782361414851,-782.3697045561,146,1780
79,79,7,delayed_coordination,Delayed Coordination,-3.3764721821471,-125.385480961784,-872.468607611006,166,2103
80,80,3,baseline,Baseline,0,0,0,0,0
80,80,3,early_mover,Early Mover,2.06015040399775,-144.39068765208,-870.327541809847,170,2418
80,80,3,sequential,Sequential,0.789920850277426,-151.237558378302,-903.47353094147,185,2500
80,80,3,coordinated,Coordinated,-2.75889469554012,-126.549943247593,-856.408157360952,162,2511
80,80,3,delayed_coordination,Delayed Coordination,-1.33898952570566,-146.531246784052,-929.126622106509,183,2478
80,80,5,baseline,Baseline,0,0,0,0,0
80,80,5,early_mover,Early Mover,0.932613285535993,-150.463309141887,-827.461970571968,158,2382
80,80,5,sequential,Sequential,1.87165396362916,-164.515369979918,-952.585321727806,193,2412
80,80,5,coordinated,Coordinated,-4.11352592764058,-135.345578204701,-847.526183252939,189,2270
80,80,5,delayed_coordination,Delayed Coordination,1.33554422879199,-157.30311172949,-913.816472505539,185,2569
80,80,7,baseline,Baseline,0,0,0,0,0
80,80,7,early_mover,Early Mover,5.88649866798961,-166.20871714743,-902.945007509706,179,2485
80,80,7,sequential,Sequential,0.421460193365149,-159.11405136554,-905.272366013726,201,2431
80,80,7,coordinated,Coordinated,-6.46079776180964,-128.607409630821,-804.998159429356,174,2234
80,80,7,delayed_coordination,Delayed Coordination,4.59377712833573,-169.894085328482,-959.756468686583,198,2605
81,81,3,baseline,Baseline,0,0,0,0,0
81,81,3,early_mover,Early Mover,-0.471002785976964,-113.840253307437,-823.070720345556,160,2262
81,81,3,sequential,Sequential,-5.49574940374468,-115.607767260003,-856.584895786121,143,2137
81,81,3,coordinated,Coordinated,-7.88583091129725,-125.193486462794,-806.547552564654,146,1936
81,81,3,delayed_coordination,Delayed Coordination,-3.45027344019148,-120.772337901482,-901.722532284857,170,2284
81,81,5,baseline,Baseline,0,0,0,0,0
81,81,5,early_mover,Early Mover,-2.43024186784099,-117.659015257608,-817.867015646447,170,2328
81,81,5,sequential,Sequential,-1.01937575497364,-142.422347815528,-961.206368572976,195,2387
81,81,5,coordinated,Coordinated,-4.42833425624289,-119.895999784307,-826.395951329116,183,2244
81,81,5,delayed_coordination,Delayed Coordination,-3.68569422989954,-137.426789037572,-910.632979493425,184,2386
81,81,7,baseline,Baseline,0,0,0,0,0
81,81,7,early_mover,Early Mover,1.72199379653675,-127.554205175332,-880.396711887051,190,2466
81,81,7,sequential,Sequential,0.76820756401456,-134.326961709347,-972.166278923323,195,2422
81,81,7,coordinated,Coordinated,-5.23459101419168,-120.033973102513,-809.754105087655,183,2237
81,81,7,delayed_coordination,Delayed Coordination,0.551783443361501,-136.536657490225,-930.150871842845,207,2354
82,82,3,baseline,Baseline,0,0,0,0,0
82,82,3,early_mover,Early Mover,-7.191899500472,-111.1770145091,-738.705771595228,138,1968
82,82,3,sequential,Sequential,-11.2528363040012,-105.948978618773,-716.491758089996,115,1807
82,82,3,coordinated,Coordinated,-11.7191701591666,-82.2509668609754,-664.19962848881,87,1644
82,82,3,delayed_coordination,Delayed Coordination,-10.2078676560168,-115.644331775873,-759.958083360768,133,1965
82,82,5,baseline,Baseline,0,0,0,0,0
82,82,5,early_mover,Early Mover,0.485994140903088,-115.617963320116,-838.292620834108,155,2252
82,82,5,sequential,Sequential,-5.65945340407164,-118.89467542498,-827.794530935708,152,2056
82,82,5,coordinated,Coordinated,-8.51721840387846,-105.821004926924,-780.458024210046,151,2010
82,82,5,delayed_coordination,Delayed Coordination,-3.97500055517064,-126.234061483243,-871.041042690323,169,2279
82,82,7,baseline,Baseline,0,0,0,0,0
82,82,7,early_mover,Early Mover,-4.15034001470208,-107.975908962481,-779.886612595113,155,2128
82,82,7,sequential,Sequential,-4.62612947015593,-119.808918321427,-835.005570322414,173,2143
82,82,7,coordinated,Coordinated,-7.525299829362,-120.688634128136,-785.762494843254,156,2064
82,82,7,delayed_coordination,Delayed Coordination,-5.06076044089811,-119.416491921843,-853.550283308209,172,2222
83,83,3,baseline,Baseline,0,0,0,0,0
83,83,3,early_mover,Early Mover,-4.41309545071486,-97.2077943493225,-698.06867237878,132,2086
83,83,3,sequential,Sequential,-4.90386157524775,-121.73605181888,-793.903590100077,148,2115
83,83,3,coordinated,Coordinated,-9.30626057180849,-110.73151096624,-634.511467900745,112,1731
83,83,3,delayed_coordination,Delayed Coordination,-4.94659871014015,-122.696355151482,-787.323940562816,122,2081
83,83,5,baseline,Baseline,0,0,0,0,0
83,83,5,early_mover,Early Mover,-3.46496654126227,-95.8335928870519,-745.57574077776,143,2133
83,83,5,sequential,Sequential,-7.87568006336204,-112.787745856954,-766.849361443707,125,1904
83,83,5,coordinated,Coordinated,-6.31167770408524,-117.272779072572,-689.536425541352,124,1841
83,83,5,delayed_coordination,Delayed Coordination,-4.74326460750139,-115.997152428258,-824.64242119974,123,2028
83,83,7,baseline,Baseline,0,0,0,0,0
83,83,7,early_mover,Early Mover,-2.2460023056923,-100.405592340828,-759.720863665698,151,2043
83,83,7,sequential,Sequential,-0.959113370878924,-136.176386921226,-868.181995874478,173,2184
83,83,7,coordinated,Coordinated,-7.32343479930825,-124.696284804062,-686.560932961064,130,1834
83,83,7,delayed_coordination,Delayed Coordination,-2.7016466512794,-125.093741384662,-856.469644911402,157,2156
84,84,3,baseline,Baseline,0,0,0,0,0
84,84,3,early_mover,Early Mover,-7.16732659859281,-68.2636035116886,-573.369957174427,127,1755
84,84,3,sequential,Sequential,-3.35561891027236,-142.897472024555,-797.351331669759,151,1927
84,84,3,coordinated,Coordinated,-2.18412802104879,-144.641798599432,-773.825255363238,165,2234
84,84,3,delayed_coordination,Delayed Coordination,-4.92425216260884,-135.437608197409,-793.980019016519,163,1946
84,84,5,baseline,Baseline,0,0,0,0,0
84,84,5,early_mover,Early Mover,-5.16326998957497,-68.5293074283912,-626.557637087575,131,1792
84,84,5,sequential,Sequential,-2.19379290606176,-133.890745259225,-850.759517644298,176,2013
84,84,5,coordinated,Coordinated,-3.1296286972792,-150.234986608031,-768.437612685231,168,2269
84,84,5,delayed_coordination,Delayed Coordination,-1.50563305160833,-148.135505537128,-853.315287925664,166,2065
84,84,7,baseline,Baseline,0,0,0,0,0
84,84,7,early_mover,Early Mover,-7.05782026967846,-68.5522337538793,-606.148088757824,133,1792
84,84,7,sequential,Sequential,-4.71927508337308,-126.849391698604,-764.260578757808,160,1926
84,84,7,coordinated,Coordinated,-5.2063594033784,-152.356664983535,-761.303677551591,167,2140
84,84,7,delayed_coordination,Delayed Coordination,-2.78866501902837,-144.078173693643,-843.889356620592,176,2103
85,85,3,baseline,Baseline,0,0,0,0,0
85,85,3,early_mover,Early Mover,-11.3060521706497,-83.8502325995711,-522.896649306369,88,1307
85,85,3,sequential,Sequential,-14.9304162854333,-81.8700776806742,-543.53777639997,82,1194
85,85,3,coordinated,Coordinated,-11.852318359984,-75.010203576166,-568.219600642321,105,1579
85,85,3,delayed_coordination,Delayed Coordination,-15.4661281647045,-82.578911191103,-536.06056918006,68,1196
85,85,5,baseline,Baseline,0,0,0,0,0
85,85,5,early_mover,Early Mover,-8.3274408418433,-94.0661220900839,-633.049927124702,131,1738
85,85,5,sequential,Sequential,-13.3140592017929,-95.3233935250859,-641.3102850015,91,1515
85,85,5,coordinated,Coordinated,-11.2286111906212,-89.9959304162127,-649.458745926838,105,1674
85,85,5,delayed_coordination,Delayed Coordination,-11.5257679695626,-98.0567378824708,-666.226751283926,116,1661
85,85,7,baseline,Baseline,0,0,0,0,0
